Property Name,Property Status,Type,Address,City,State,Zip,Tenant(s),Lease Term,Remaining Term,SqFt,Price/SqFt,Units,Price/Unit,NOI,Cap Rate,Asking Price,Days on Market,Opportunity Zone,Longitude,Latitude
Industrial Baking Facility,On-Market,Industrial,2711 W George St,Chicago,IL,60618,Single,12,10,23442,$254.64 ,,,,7.50%,"$5,969,227.20 ",193,No,-87.6956248,41.9335752
3448 S Ashland,On-Market,Industrial,3448 S Ashland Ave,Chicago,IL,60608,Single,,,1800,$166.61 ,1,,,,"$299,900.00 ",62,No,-87.6658811,41.8309764
2871 N. Milwaukee Avenue Logan Square,On-Market,Retail,2871 N. Milwaukee Avenue Logan Square,Chicago,IL,60618,Multi,,,1600,,,,,,,992,No,-87.7145468,41.9336413
Southwest Corner 87th  Jeffery,On-Market,Land,1955 E 87th St,Chicago,IL,60617,N/A,,,,,,,,,"$450,000.00 ",1772,No,-87.576019,41.736788
3515 West Irving Park Road,On-Market,Retail,3515 Irving Park Rd,Chicago,IL,60618,Single,7,,8422,,,,,,"$3,000,000.00 ",54,No,-87.71601673,41.95375816
1444 West Lake Street,On-Market,"Office, Industrial",1444 West Lake Street,CHICAGO,IL,60607,N/A,,,,,,,,,,28,No,-87.6641478,41.8856317
Giordano's,On-Market,"Land, Retail",1040 W Belmont Ave,Chicago,IL,60657,Single,,,6022,,1,,,,"$2,350,000.00 ",14,No,-87.65571806,41.93987879
3410Ashland Mixed-Use Lots,On-Market,Land,3410 S Ashland Ave,Chicago,IL,60608,N/A,,,,,,,,,"$345,000.00 ",438,No,-87.6656456,41.83192949
6311 South Western,On-Market,Retail,6311 S Western Ave,Chicago,IL,60636,N/A,,,3407,$309.95 ,,,,,"$1,056,000.00 ",554,Yes,-87.68333639,41.778468
7236 S University Ave,On-Market,Multifamily,7236 S University Ave,Chicago,IL,60619,N/A,,,,,6,,,,"$570,000.00 ",326,Yes,-87.5973355,41.7629478
3500 N Milwaukee Ave,On-Market,Retail,3500 N Milwaukee Ave,Chicago,IL,60641,Vacant,,,24800,,,,,,,293,No,-87.732469,41.944048
5601-5617 S Western Ave,On-Market,"Land, Retail",5601 S Western Ave,Chicago,IL,60636,N/A,,,23375,,,,,,"$550,000.00 ",11,No,-87.68390879,41.79194323
"603-07 N. Wells St in River North , Chicago",On-Market,Mixed Use,603 N Wells St,Chicago,IL,60654,Single,,,,,,,"$27,000.00 ",0.74%,"$3,650,000.00 ",222,No,-87.633876,41.8925871
5143 N Clark Street,On-Market,"Mixed Use, Multifamily, Retail",5143 N Clark St,Chicago,IL,60640,Multi,,,3600,,3,,"$78,357.00 ",7.16%,"$1,095,000.00 ",384,No,-87.6678801,41.9756168
New Construction in Prime Woodlawn Location,On-Market,Multifamily,6126 S Eberhart Ave,Chicago,IL,60637,N/A,,,3750,,3,,"$60,000.00 ",7.33%,"$819,000.00 ",28,Yes,-87.6135266,41.7831253
3325 North Sheffield Avenue,On-Market,Multifamily,3325 N Sheffield Ave,Chicago,IL,60657,N/A,,,8165,,5,,,,"$2,400,000.00 ",34,No,-87.6539006,41.9425274
3629 N Halsted,On-Market,Retail,3629 N Halsted St,Chicago,IL,60613,N/A,,,3600,$254.17 ,,,,,"$915,000.00 ",621,No,-87.6491051,41.9482832
3347 N Clark St,On-Market,Retail,3347 N Clark St,Chicago,IL,60657,Single,,1.8,2500,$355.20 ,1,,"$56,241.00 ",6.33%,"$888,000.00 ",732,No,-87.6529259,41.9430023
159 W Kinzie St,On-Market,"Retail, Office",159 W Kinzie St,Chicago,IL,60654,Vacant,,,23500,,,,,,"$5,695,000.00 ",53,No,-87.6333335,41.888878
Free Standing Building 133rd  Baltimore,On-Market,"Retail, Office",13336 S Baltimore Ave,Chicago,IL,60633,Single,,,2667,$127.48 ,,,,,"$340,000.00 ",1,No,-87.5473553,41.6525248
2738 West Harrison Street,On-Market,Industrial,2738 W Harrison,Chicago,IL,60612,N/A,,,12000,,,,,,"$725,000.00 ",2140,No,-87.695153,41.874106
Mosaic Crossing Lot 4,On-Market,Land,1859 N Neltnor Blvd,West Chicago,IL,60185,N/A,,,,,,,,,"$800,000.00 ",193,No,-88.208257,41.917673
938 N Washtenaw Ave,On-Market,Multifamily,938 N Washtenaw Ave,Chicago,IL,60622,N/A,,,1,,,,,,"$1,299,000.00 ",130,No,-87.6946153,41.8986601
200 W North Ave Land West Chicago,On-Market,Land,200 North Ave,West Chicago,IL,60185,N/A,,,,,,,,,"$699,000.00 ",888,No,-88.20934899,41.91264771
1519 N Milwaukee Avenue,On-Market,Retail,1519 N Milwaukee Ave,Chicago,IL,60622,Single,,,2000,$697.50 ,1,,"$105,560.00 ",7.57%,"$1,395,000.00 ",1,No,-87.6752012,41.9092625
1542-1550 N Milwaukee,On-Market,"Retail, Mixed Use",1542-1550 N Milwaukee,Chicago,IL,60622,Vacant,,,36000,,,,,,,1006,No,-87.6764184,41.9093553
Vacant Owner-UserValue-Add Loop Office Condo  Ste 710716,On-Market,Office,"55 W Wacker Drive, Suite 710/716",Chicago,IL,60601,Vacant,,,,,,,,,"$800,000.00 ",1043,No,-87.6300102,41.8864753
The Century,On-Market,"Mixed Use, Retail",2828 N Clark St,Chicago,IL,60657,N/A,,,175065,,,,,,,396,No,-87.645543,41.9333925
7555 N California,On-Market,Retail,7555 N California Ave,Chicago,IL,60645,N/A,,,1640,"$1,097.56 ",,,,,"$1,800,000.00 ",267,No,-87.69955626,42.01930876
New Construction 3-Unit in Woodlawn,On-Market,Multifamily,6538 S Rhodes Ave,Chicago,IL,60637,N/A,,,4200,,33,,,,"$899,900.00 ",22,Yes,-87.6121943,41.7754997
5800 S Hoyne Ave,On-Market,"Special Purpose, Land",5800 S Hoyne Ave,Chicago,IL,60636,N/A,,,10600,,0,,,,"$525,000.00 ",173,Yes,-87.676951,41.788269
North Chicago Project,On-Market,Multifamily,2011 Kemble Ave,North Chicago,IL,60064,N/A,,,,,,,,,"$500,000.00 ",168,No,-87.85494337,42.32208803
2336-2346 W. Roosevelt Road,On-Market,"Land, Mixed Use, Retail",2336 W Roosevelt Rd,Chicago,IL,60608,N/A,,,,,,,,,"$999,000.00 ",175,No,-87.68540726,41.86657125
4800 S Wood St,On-Market,Multifamily,4800 S Wood St,Chicago,IL,60609,N/A,,,,,,,,,"$425,000.00 ",397,No,-87.6701531,41.8066245
Chicago Ridge Land,On-Market,Land,10537 Ridgeland Ave,Chicago Ridge,IL,60415,N/A,,,,,,,,,"$285,000.00 ",557,No,-87.7788314,41.7004064
3152 W Devon Avenue,On-Market,Special Purpose,3152 W Devon Avenue,Chicago,IL,60659,N/A,,,,,0,,,,"$135,000.00 ",95,No,-87.70931284,41.99734934
3701 S Kedzie Ave,On-Market,"Office, Land, Special Purpose",3701 S Kedzie Ave,Chicago,IL,60632,Multi,,,,,,,,,"$1,200,000.00 ",249,No,-87.7043142,41.8260749
4111 W Monroe St,On-Market,Land,4111 W Monroe St,Chicago,IL,60624,N/A,,,,,,,,,"$135,000.00 ",225,No,-87.7286249,41.8794759
EXPEDITED SALE Prime Bronzeville - 8 Units 8.45 Cap,On-Market,Multifamily,4008 S Calumet Ave,Chicago,IL,60653,N/A,,,8650,$150.17 ,8,"$162,375.00 ","$109,706.00 ",8.45%,"$1,299,000.00 ",36,No,-87.6187332,41.8216442
5120 N Milwaukee Ave,On-Market,Industrial,5120 N Milwaukee Ave,Chicago,IL,60630,Vacant,,,13075,,,,,,"$1,500,000.00 ",68,No,-87.7661474,41.9734042
Avondale European Sports Bar and Cafe,On-Market,Retail,3930 W School Street,Chicago,IL,60618,Single,,3,1447,,,,"$106,079.00 ",57.34%,"$185,000.00 ",1762,No,-87.7261696,41.9410883
3-Unit Mixed-Use Building,On-Market,"Mixed Use, Multifamily, Retail",1934 W Chicago Ave,Chicago,IL,60622,Multi,,,4560,$349.12 ,3,,,7.30%,"$1,592,000.00 ",231,No,-87.67600499,41.89591791
2000 N. Clifton Avenue,On-Market,Retail,2000 N Clifton Ave,Chicago,IL,60614,N/A,,,2900,,,,,,"$640,000.00 ",921,No,-87.6572528,41.9183013
Cheltenham Place,On-Market,Multifamily,3075 E Cheltenham Pl,Chicago,IL,60649,N/A,,,42430,$140.23 ,60,"$99,166.67 ","$481,733.00 ",8.10%,"$5,950,000.00 ",368,Yes,-87.5499428,41.7530925
Redevelopment Opportunity,On-Market,"Retail, Land",10619 Ridgeland Ave,Chicago Ridge,IL,60415,Vacant,,,23522,,,,,,"$149,000.00 ",557,No,-87.7788356,41.6992782
100 N Kedzie,On-Market,Retail,100 N Kedzie Ave,Chicago,IL,60612,Vacant,,,4500,$155.33 ,32,,,0.00%,"$599,000.00 ",252,No,-87.7064757,41.8831681
Single-Tenant Commercial Property in the South Loop,On-Market,Land,1639 S State St,Chicago,IL,60616,N/A,,,13531,,1,,,,"$2,250,000.00 ",739,No,-87.626856,41.8588799
3185 N Elston,On-Market,Business for Sale,3185 N Elston Ave,Chicago,IL,60618,N/A,,,,,,,,,"$150,000.00 ",66,No,-87.6976305,41.9391669
63rd  Vernon,On-Market,Retail,6317 S Vernon,Chicago,IL,60637,N/A,,,25000,$30.00 ,2,,,,"$750,000.00 ",1351,Yes,-87.6144092,41.7798296
EXPEDITED SALE KENWOOD LAKEFRONT - 13 UNITS VALUE-ADD,On-Market,Multifamily,4335 S Greenwood Ave,Chicago,IL,60653,N/A,,,9050,$109.94 ,13,"$76,538.46 ",$0.00 ,,"$995,000.00 ",53,No,-87.59940532,41.81584969
3635-37 W Roosevelt Rd,On-Market,Land,3635 W Roosevelt Rd,Chicago,IL,60624,N/A,,,,,,,,,"$275,000.00 ",999,Yes,-87.71660083,41.86595711
9363 S South Chicago,On-Market,Industrial,9363 S South Chicago Ave,Chicago,IL,60617,N/A,,,3000,$43.00 ,,,,,"$129,000.00 ",230,No,-87.5487418,41.7254465
Saint Felicitas,On-Market,"Mixed Use, Multifamily, Special Purpose",8400 S Blackstone Ave,Chicago,IL,60619,N/A,,,90638,,,,,,"$1,975,000.00 ",180,Yes,-87.5883026,41.7422245
8559 S.ASHLAND AVE,On-Market,"Mixed Use, Retail",8559 S Ashland Ave,Chicago,IL,60620,Multi,,,4000,,2,,"$35,000.00 ",13.51%,"$259,000.00 ",82,No,-87.6627762,41.7377721
4850 N Sawyer Ave,On-Market,Land,4850 N Sawyer Ave,Chicago,IL,60625,N/A,,,,,,,,,"$2,000,000.00 ",9,No,-87.7101037,41.9699534
1624 W 69th St,On-Market,"Mixed Use, Land",1624 W 69th St,Chicago,IL,60636,N/A,,,15625,$7.22 ,,,,,"$110,000.00 ",1351,Yes,-87.6647898,41.7687296
Chinatown RestaurantRetail Space Unit 112,On-Market,"Office, Retail",2244 S Canal St,Chicago,IL,60616,Vacant,,,,,112113,,,,"$599,000.00 ",49,No,-87.63862748,41.85145422
75th  Exchange,On-Market,Retail,7500 S Exchange Ave,Chicago,IL,60649,N/A,,,31000,$80.65 ,,,,,,1,Yes,-87.5602231,41.7589159
Halsted Plaza Shopping Center,On-Market,Retail,801 W 119th St,Chicago,IL,60643,Multi,,,61800,$77.67 ,4,,"$500,217.00 ",10.42%,"$4,800,000.00 ",15,No,-87.64251105,41.67765604
420 W Huron,On-Market,Office,420 W Huron St,Chicago,IL,60654,Multi,,,30918,,87,,,,"$4,500,000.00 ",146,No,-87.6393727,41.8949312
"Archer  Pulaski, Chicago - SWC at 51st",On-Market,Land,"Archer & Pulaski, Chicago",Chicago,IL,60632,N/A,,,,,,,,,,770,No,-87.72390825,41.80198769
"16,553 sf site zoned RT-4",On-Market,Land,4400 S Wabash Ave,Chicago,IL,60653,N/A,,,,,,,,,"$590,000.00 ",74,No,-87.6251039,41.814488
4131 S State St,On-Market,Industrial,4131 S State St,Chicago,IL,60609,Vacant,,,60000,,,,,,"$5,395,000.00 ",203,No,-87.6258875,41.8190175
6040 111th St,On-Market,Land,6040 W 111th St,Chicago Ridge,IL,60415,N/A,,,,,,,,,"$485,900.00 ",360,No,-87.7707601,41.6907583
2556 N Laramie Ave,On-Market,"Land, Multifamily, Office, Retail, Special Purpose",2556 N Laramie Ave,Chicago,IL,60639,N/A,,,,,1,,,,"$349,000.00 ",143,No,-87.75630768,41.92776534
Brick 2-Unit Building in Pilsen,On-Market,Multifamily,2245 W 23rd St,Chicago,IL,60608,N/A,,,1871,,2,,,,"$449,000.00 ",41,No,-87.68250386,41.8502732
1342 W BELMONT AVE,On-Market,Retail,1342 W Belmont Ave,Chicago,IL,60657,Single,,3.8,2400,$340.83 ,1,,"$51,633.00 ",6.31%,"$818,000.00 ",704,No,-87.6629294,41.9400743
440 W 87th St,On-Market,Land,440 W 87th St,Chicago,IL,60620,N/A,,,,,,,,,"$650,000.00 ",368,No,-87.6355929,41.736423
2457 W Montrose Ave,On-Market,"Retail, Land",2457 W Montrose Ave,Chicago,IL,60618,N/A,,,,,,,,,"$1,995,000.00 ",21,No,-87.6908207,41.9610842
"7627 S. State St., Chicago, IL",On-Market,Land,7627 S State St,Chicago,IL,60619,N/A,,,,,,,,,"$999,000.00 ",768,Yes,-87.624224,41.75571
3653 W. Barry Ave.,On-Market,Multifamily,3653 W Barry Ave,Chicago,IL,60618,N/A,,,15754,$266.60 ,8,"$524,999.88 ","$262,488.00 ",6.25%,"$4,199,999.00 ",356,No,-87.7193782,41.9371781
Creative Loft For Sale,On-Market,"Industrial, Office, Retail",5814 W Grand Ave,Chicago,IL,60639,Vacant,,,2625,,1,,,,"$205,000.00 ",3,No,-87.7713777,41.9200397
4221 Archer Ave.,On-Market,Land,4221 S Archer Ave,Chicago,IL,60632,N/A,,,,,,,,,"$599,000.00 ",210,No,-87.6998298,41.8167959
4025 Montrose,On-Market,Land,4025 W Montrose Ave,Chicago,IL,60641,N/A,,,,,,,,,"$625,000.00 ",7,No,-87.72878088,41.9609994
3657 W Division St,On-Market,Mixed Use,3657 W Division St,Chicago,IL,60651,N/A,,,4000,$92.48 ,2,,,0.00%,"$369,900.00 ",23,Yes,-87.7188367,41.9025415
87th St.  Holland Rd,On-Market,Land,87th St. & Holland Rd.,Chicago,IL,60620,N/A,,,,,,,,,,881,No,-87.6327283,41.7359818
"12735 S Halsted St Chicago, IL 60628",On-Market,Retail,12735 S Halsted St,Chicago,IL,60628,N/A,,,3150,$63.46 ,,,,,"$199,900.00 ",406,No,-87.64086391,41.66215076
"Spacious, Well-Appointed LiveWork Condo Prime Loop Location",On-Market,Office,6 E Monroe St,Chicago,IL,60603,N/A,,,,,1,,,,"$675,000.00 ",1252,No,-87.6274678,41.8809201
Mixed-Use Development Opportunity,On-Market,Land,2331 W 79th Pl,Chicago,IL,60652,N/A,,,,,,,,,"$250,000.00 ",308,No,-87.7105662,41.7485582
North Chicago - 7.86 AC - CommercialResidential Development,On-Market,Land,2600 14th St,North Chicago,IL,60064,N/A,,,,,,,,,"$700,000.00 ",243,Yes,-87.86579657,42.33415053
2318 S Homan Ave,On-Market,Multifamily,2318 S Homan Ave,Chicago,IL,60623,N/A,,,,,6,,,8.10%,"$700,000.00 ",118,No,-87.71005264,41.84927627
4132 W Peterson Avenue,On-Market,Special Purpose,4132 W Peterson Avenue,Chicago,IL,60646,N/A,,,,,0,,,,"$179,000.00 ",70,No,-87.73249957,41.99012898
1811 W North Avenue,On-Market,Special Purpose,1811 W North Avenue,Chicago,IL,60622,N/A,,,,,0,,,,"$299,000.00 ",34,No,-87.6731999,41.9102058
3678 N Elston Avenue,On-Market,Special Purpose,3678 N Elston Avenue,Chicago,IL,60618,Vacant,,,2000,,,,,,"$229,000.00 ",195,No,-87.7112386,41.9479178
1455 W Irving Park,On-Market,"Office, Retail",1455 W Irving Park Rd,Chicago,IL,60613,Vacant,,,650,$167.69 ,,,,,"$109,000.00 ",208,No,-87.6664129,41.954228
3119-3125 W Irving Park Rd,On-Market,"Land, Office, Retail",3119-3125 W Irving Park Rd,Chicago,IL,60618,N/A,,,10640,,,,,,"$750,000.00 ",127,No,-87.7064288,41.9536792
12-UNIT MULTI-FAMILY DEVELOPMENT OPPORTUNITY,On-Market,"Land, Multifamily",6114 N Richmond St,Chicago,IL,60659,N/A,,,12276,,,,,,"$825,000.00 ",11,No,-87.7034937,41.9926828
COMMERCIAL MEDICAL BUILDINGcan be repurposed---TIF DISTRICT,On-Market,Office,6441 S Pulaski Rd,Chicago,IL,60629,Multi,,,10200,$73.43 ,,,,,"$749,000.00 ",1160,No,-87.7222727,41.7754817
"3001 South Kedzie, Chicago, IL",On-Market,Retail,3001 S Kedzie Ave,Chicago,IL,60623,N/A,,,7125,$435.09 ,,,,,"$3,100,000.00 ",147,No,-87.7045219,41.8388867
1701 W. Belmont  3152 N. Paulina St,On-Market,"Retail, Office",1701 W. Belmont & 3152 N. Paulina St,Chicago,IL,60657,N/A,,,,,,,,1.50%,,378,No,-87.6712996,41.9394374
222 E Ontario Building,On-Market,Retail,222 E Ontario St,Chicago,IL,60611,Single,3,1.3,5846,$598.70 ,,,"$218,750.00 ",6.25%,"$3,500,000.00 ",228,No,-87.6217562,41.8936258
11 Unit Building - 8016 S. Yates Blvd,On-Market,Multifamily,8016 S Yates Blvd,Chicago,IL,60617,N/A,,,4416,$249.09 ,11,"$100,000.00 ","$81,900.00 ",7.45%,"$1,100,000.00 ",188,Yes,-87.5665493,41.7493308
3656 N. Fremont St. Chicago IL 60613,On-Market,Multifamily,3656 N Fremont St,Chicago,IL,60613,N/A,,,5022,$497.61 ,5,"$499,800.00 ","$144,500.00 ",5.78%,"$2,499,000.00 ",82,No,-87.6522787,41.9489395
1026 W Van Buren St,On-Market,"Retail, Industrial",1026 W Van Buren St,Chicago,IL,60607,N/A,,,25371,,,,,,,180,No,-87.6529121,41.8769458
Bronzeville 10-Unit,On-Market,Multifamily,4711 S Michigan Ave,Chicago,IL,60615,N/A,,,19527,$103.70 ,10,"$202,500.00 ","$155,030.00 ",7.66%,"$2,025,000.00 ",76,Yes,-87.6223903,41.8087775
700 N LaSalle,On-Market,Retail,700 N La Salle Dr,Chicago,IL,60654,N/A,,,5365,,,,,,,432,No,-87.6329418,41.8950618
7031  7041 S. Merrill Ave,On-Market,Multifamily,7031 & 7041 S. Merrill Ave,Chicago,IL,60649,N/A,,,1,,41,,,,"$2,900,000.00 ",43,Yes,-87.5722941,41.7670236
7369-79 N Damen Ave,On-Market,Multifamily,7369 N Damen Ave,Chicago,IL,60645,N/A,,,33498,,39,,,,"$5,200,000.00 ",8,No,-87.680157,42.015975
1734 W Cullerton Condo Quality in Hot Pilsen,On-Market,Multifamily,1734 W Cullerton St,Chicago,IL,60608,N/A,,,,,,,,,"$1,200,000.00 ",33,No,-87.66988043,41.85502401
5256 N. Broadway St,On-Market,"Retail, Mixed Use",5256 N Broadway,Chicago,IL,60640,N/A,,,8292,,,,,,"$2,500,000.00 ",720,No,-87.6602319,41.9779763
Former St. Camillus Campus,On-Market,"Retail, Land",5426 S Lockwood Ave,Chicago,IL,60638,N/A,,0,44000,,,,,0.00%,"$2,490,000.00 ",1085,No,-87.7553533,41.7938872
544 E. Oakwood Blvd,On-Market,Multifamily,544 E Oakwood Blvd,Chicago,IL,60653,N/A,,,16100,,19,,,3.53%,"$3,650,000.00 ",283,Yes,-87.6124302,41.8229304
6811 S. Paxton Ave,On-Market,Multifamily,6811 S Paxton Ave,Chicago,IL,60649,N/A,,,19950,,29,,,,"$2,600,000.00 ",37,No,-87.5713752,41.7713053
2118 N Milwaukee Ave,On-Market,"Retail, Office",2118 N Milwaukee Ave,Chicago,IL,60647,N/A,,,,,,,,,,676,No,-87.6924203,41.9195776
Twelve unit apartment brick building,On-Market,Multifamily,8300 W Forest Preserve Ave,Chicago,IL,60634,N/A,,,,,12,,"$171,565.00 ",7.00%,"$2,299,000.00 ",47,No,-87.83401868,41.94105723
1105 Carolina Drive,On-Market,Industrial,1105 Carolina Dr,West Chicago,IL,60185,Vacant,,,19940,,2,,,,"$2,200,000.00 ",189,No,-88.2194016,41.903024
310 S Michigan - Retail Condo,On-Market,"Mixed Use, Retail",310 S Michigan Ave,Chicago,IL,60604,Multi,,,22592,,3,,,,,54,No,-87.6246253,41.8778361
"Multi-Use Warehouse, Dist, Entertainment, GroceryStorage",On-Market,"Mixed Use, Retail, Self Storage, Special Purpose",6310 W Grand Ave,Chicago,IL,60639,Single,1.8,0,,,1,"$1,495,000.00 ",,9.00%,"$1,495,000.00 ",651,No,-87.78364708,41.92206957
1658 N Ada,On-Market,Office,1658 N Ada St,Chicago,IL,60642,N/A,,,2425,,,,,,,59,No,-87.662136,41.912583
LaSalle,On-Market,"Mixed Use, Office",742 N La Salle Dr,Chicago,IL,60654,N/A,,,3100,$262.87 ,7,,,,"$814,900.00 ",788,No,-87.63295358,41.89611926
4933-35 W. Fullerton,On-Market,Business for Sale,4933 W Fullerton Ave,Chicago,IL,60639,N/A,,,,,,,,,"$2,500,000.00 ",224,No,-87.7501349,41.9239103
1455 W Willow,On-Market,Industrial,1455 W Willow St,Chicago,IL,60642,N/A,,,,,,,,,,59,No,-87.6631707,41.9140363
5200-5230 Roosevelt Road,On-Market,Industrial,5200 Roosevelt Rd,Chicago,IL,60644,N/A,,,129000,,2,,,,,56,No,-87.75499998,41.86577746
1334 W. Devon Ave,On-Market,"Retail, Mixed Use",1334 W Devon Ave,Chicago,IL,60660,N/A,,,3800,$26.00 ,,,,,,133,No,-87.664483,41.998385
15-33 E. 83rd St,On-Market,Retail,15 E 83rd St,Chicago,IL,60619,N/A,,,5200,,,,,,"$1,050,000.00 ",164,No,-87.623639,41.743402
Former Lincoln Park 7-11 For Sale  Commercial Condo,On-Market,Retail,2020 N Lincoln Park W,Chicago,IL,60614,Vacant,,,4788,,1,,,,,203,No,-87.63640698,41.91900063
Washington Plaza,On-Market,Multifamily,5501 W Washington Blvd,Chicago,IL,60644,N/A,,,106000,,172,,,,"$17,600,000.00 ",8,Yes,-87.7635437,41.8819263
3315 N Knox Ave,On-Market,Industrial,3315 N Knox Ave,Chicago,IL,60641,N/A,,,19357,$9.00 ,,,,,,641,No,-87.7426339,41.9412787
4139 South Prairie Ave,On-Market,Multifamily,4139 South Prairie Avenue,Chicago,IL,60653,N/A,,,9400,,8,,,7.03%,"$1,450,000.00 ",227,No,-87.6194465,41.8189532
9.32 AC Industrial Land For Sale in SBA HubZone,On-Market,"Industrial, Land",201 E Sauk Trail,South Chicago Heights,IL,60411,Vacant,,,405979,,,,,,"$1,117,638.50 ",101,No,-87.61610507,41.48176704
Ashland Self Storage CO Opportunity,On-Market,Self Storage,4343 S Ashland Ave,Chicago,IL,60609,N/A,,,62922,,533,,,,"$8,850,000.00 ",154,No,-87.66505114,41.81404733
"50 E 16th ST, Chicago - Store Front",On-Market,"Office, Retail",50 E 16th St,Chicago,IL,60616,N/A,,,,,,,,,"$2,600,000.00 ",151,No,-87.62572258,41.86063234
2239 W Cornelia Ave,On-Market,Multifamily,2239 W Cornelia Ave,Chicago,IL,60618,N/A,,,,,5,"$339,000.00 ",,,"$1,695,000.00 ",326,No,-87.6850486,41.9448373
The Ridgeland Portfolio,On-Market,Multifamily,The Ridgeland Portfolio,Chicago,IL,60649,N/A,,,41800,,42,,,9.18%,"$2,950,000.00 ",134,No,-87.5827439,41.7706965
1419 W. Taylor St,On-Market,Retail,1419 W Taylor St,Chicago,IL,60607,Single,,,3531,,,,,,"$1,190,000.00 ",290,No,-87.662468,41.8690708
4345 N Lincoln Ave,On-Market,"Retail, Multifamily, Office, Mixed Use",4345 N Lincoln Ave,Chicago,IL,60618,Multi,,,3772,$343.32 ,3,,,,"$1,295,000.00 ",12,No,-87.6831467,41.9608254
6916 S. Clyde Ave,On-Market,Multifamily,"6916 S. Clyde Ave,",Chicago,IL,60649,N/A,,,1,,208,,,,"$15,250,000.00 ",98,Yes,-87.5742635,41.7692523
Edgewater Collection,On-Market,Multifamily,5710 N. Winthrop,Chicago,IL,60660,N/A,,,39835,,70,,,,"$11,700,000.00 ",76,No,NA,NA
7251 S. Phillips,On-Market,Multifamily,7251 S. Phillips Ave,Chicago,IL,60649,N/A,,,30000,,36,,,,"$3,250,000.00 ",37,No,-87.5646809,41.763049
Prime Restaurant Opportunity with Outdoor Patio,On-Market,Retail,"1441-1445 W Fullerton Ave Chicago, IL 60614",Chicago,N/A,60614,N/A,,,8036,,,,,,"$3,500,000.00 ",178,No,-87.6648735,41.9249584
7027 South Indiana Avenue,On-Market,Multifamily,7027 S Indiana Ave,Chicago,IL,60637,N/A,,,23400,,26,,,,"$1,500,000.00 ",227,No,-87.6196724,41.7665133
Fully Rehabbed Multi-Family in Opportunity Zone,On-Market,Multifamily,4536 W Jackson Blvd,Chicago,IL,60624,N/A,,,3050,$130.82 ,2,,"$21,600.00 ",5.41%,"$399,000.00 ",207,No,-87.7392494,41.8770989
6200 S Western Ave,On-Market,Retail,6200 S Western Ave,Chicago,IL,60636,N/A,,,12210,,,,,,,551,Yes,-87.6840724,41.7807668
"3933 W 63rd St , Chicago, IL 60629",On-Market,Mixed Use,3933 W 63rd St,Chicago,IL,60629,Multi,,,7037,$156.32 ,8,"$137,500.00 ","$114,976.00 ",10.45%,"$1,100,000.00 ",248,No,-87.7215295,41.7784735
1616 W Glenlake Ave,On-Market,"Industrial, Mixed Use, Office",1616 W Glenlake Ave,Chicago,IL,60660,Vacant,,,10400,,,,,,"$1,375,000.00 ",167,No,-87.6709663,41.9929646
"1640 S Pulaski Rd, Chicago, IL 60623-2742",On-Market,"Mixed Use, Multifamily, Retail",1640 S Pulaski Rd.,Chicago,IL,60623,N/A,,,3417,,4,,,,"$199,900.00 ",57,Yes,-87.7251892,41.8575941
1016-1028 Argyle St,On-Market,Retail,1016-1028 Argyle St,Chicago,IL,60640,N/A,,,18750,,,,,,"$4,399,000.00 ",203,No,-87.6557052,41.9735522
Taylor St - University Village Cafe For Sale,On-Market,Business for Sale,N/A,Chicago,IL,N/A,N/A,,,1700,,0,,,,"$225,000.00 ",20,No,NA,NA
Jarvis Plaza,On-Market,Retail,7356 N Greenview Ave,Chicago,IL,60626,N/A,,,13125,$189.71 ,,,,,"$2,490,000.00 ",244,No,-87.6683311,42.0154944
2675 W Grand Ave,On-Market,Office,2675 W Grand Ave,Chicago,IL,60612,N/A,,,43710,,,,,,"$1,950,000.00 ",1,No,-87.6940817,41.892916
300 Joe Orr,On-Market,Industrial,300 Joe Orr Rd,Chicago Heights,IL,60411,N/A,,,223517,,,,,,,462,No,-87.6244218,41.5207121
Broadway  Hollywood Mixed-Use Redevelopment Opportunity,On-Market,"Mixed Use, Office",5710 N Broadway,Chicago,IL,60660,N/A,,,32000,,,,,,,27,No,-87.66006398,41.98583303
1732 E 79th St,On-Market,Multifamily,1732 E 79th St,Chicago,IL,60649,N/A,,,,,14,,"$130,000.00 ",0.00%,"$1,100,000.00 ",19,Yes,-87.5818859,41.7517426
4249 W. Diversey Ave.,On-Market,Industrial,4249 W Diversey Ave,Chicago,IL,60639,N/A,,,61000,,,,,,,75,No,-87.7337823,41.93169025
1428 North Cleveland Avenue,On-Market,"Industrial, Hospitality, Business for Sale",1428 N Cleveland Ave,Chicago,IL,60610,N/A,,,4000,,,,,,"$2,995,000.00 ",583,No,-87.6412805,41.908401
4361 N Lincoln Ave,On-Market,Office,4361 N Lincoln Ave,Chicago,IL,60625,N/A,,,1922,,5,,,,"$399,000.00 ",271,No,-87.7024817,41.9711068
1747 E. 87th Street,On-Market,"Office, Retail",1747 E 87th St,Chicago,IL,60617,Multi,,,3000,,2,,,,"$317,000.00 ",154,No,-87.58088735,41.73700604
455 E. 107th Street,On-Market,Multifamily,455 E 107th St,Chicago,IL,60628,N/A,,,19200,,,,,9.04%,"$1,350,000.00 ",8,No,-87.6114961,41.6998002
